37.3844712,127.0499578
37.384472,127.049958
37.3844792,127.0499607
37.3844942,127.0499661
37.3845082,127.0499713
37.3845232,127.0499765
37.3845388,127.0499825
37.3845553,127.0499884
37.3845731,127.0499949
37.3845926,127.0500021
37.3846116,127.0500086
37.384629,127.0500145
37.3846449,127.05002
37.3846629,127.0500263
37.3846819,127.0500328
37.3846989,127.0500384
37.3847169,127.0500442
37.384733,127.0500497
37.3847501,127.0500559
37.3847688,127.0500624
37.3847871,127.0500686
37.3848054,127.0500725
37.3848239,127.0500671
37.3848394,127.0500547
37.3848488,127.050037
37.3848571,127.0500169
37.3848636,127.0500016
37.3848712,127.049981
37.3848778,127.0499599
37.3848836,127.0499353
37.384889,127.0499124
37.3848939,127.049893
37.3848982,127.0498742
37.3849031,127.049853
37.384908,127.0498315
37.3849129,127.0498093
37.3849177,127.0497862
37.3849224,127.0497656
37.3849274,127.0497433
37.3849323,127.0497207
37.3849371,127.0496989
37.384942,127.049676
37.3849465,127.0496552
37.3849512,127.0496335
37.3849568,127.0496098
37.3849625,127.0495853
37.3849673,127.0495645
37.3849724,127.0495414
37.3849775,127.0495207
37.3849819,127.0494999
37.384987,127.0494794
37.3849924,127.0494576
37.3849977,127.0494347
37.3850027,127.0494122
37.3850076,127.0493898
37.3850124,127.0493671
37.3850168,127.0493473
37.3850218,127.0493255
37.385026,127.0493055
37.3850306,127.049284
37.3850339,127.0492618
37.3850315,127.0492378
37.3850214,127.0492165
37.3850082,127.0492021
37.3849912,127.0491914
37.3849753,127.0491849
37.3849598,127.0491785
37.3849428,127.0491724
37.3849268,127.0491666
37.3849081,127.0491602
37.3848898,127.0491539
37.384872,127.0491477
37.384856,127.0491423
37.3848399,127.0491368
37.3848214,127.0491305
37.3848039,127.0491238
37.384784,127.0491163
37.3847643,127.0491091
37.3847455,127.0491029
37.3847296,127.0490974
37.3847128,127.049092
37.3846964,127.0490871
37.3846787,127.0490816
37.3846612,127.0490766
37.3846436,127.0490722
37.3846272,127.0490667
37.3846109,127.0490618
37.384596,127.049057
37.38458,127.0490518
37.3845635,127.0490463
37.3845451,127.04904
37.3845291,127.0490347
37.3845132,127.0490301
37.3844965,127.0490266
37.3844813,127.0490229
37.3844647,127.0490186
37.3844469,127.049014
37.3844276,127.0490105
37.3844112,127.0490148
37.3843979,127.0490257
37.3843869,127.0490409
37.38438,127.049058
37.3843757,127.0490752
37.3843722,127.0490996
37.384369,127.0491221
37.3843661,127.0491438
37.3843635,127.0491603
37.3843608,127.0491773
37.3843566,127.0491974
37.3843527,127.0492158
37.3843486,127.0492354
37.3843459,127.0492546
37.3843427,127.0492726
37.3843387,127.0492938
37.3843352,127.049314
37.384332,127.0493349
37.3843293,127.0493563
37.384326,127.0493773
37.3843214,127.0493983
37.3843157,127.0494207
37.3843091,127.0494423
37.3843034,127.0494613
37.3842993,127.0494829
37.3842951,127.0495047
37.3842912,127.0495244
37.3842877,127.0495426
37.3842843,127.0495586
37.3842804,127.0495746
37.3842766,127.0495941
37.3842731,127.0496124
37.3842691,127.0496328
37.3842646,127.0496546
37.3842601,127.049675
37.384256,127.0496937
37.3842511,127.049714
37.3842473,127.0497315
37.3842424,127.0497516
37.3842373,127.0497719
37.3842333,127.0497894
37.3842299,127.0498082
37.3842294,127.0498319
37.3842344,127.0498544
37.3842443,127.0498755
37.3842612,127.0498896
37.3842779,127.0498945
37.3842947,127.0499001
37.3843082,127.0499055
37.3843199,127.0499104
37.384332,127.0499149
37.3843477,127.0499206
37.3843641,127.0499263
37.3843816,127.0499318
37.3843962,127.0499369
37.3844109,127.0499421
37.3844261,127.0499483
37.3844405,127.0499538
37.3844545,127.0499591
37.3844661,127.0499634
37.384473,127.049966
